369,Blake Waelchi,4788.99,33
370,Buddy Harvey,636.44,34
371,Dwain Hoppe,2299.96,27
372,Aracelis Rolfson MD,2528.38,25
373,Elenora Farrell,4042.73,37
374,Julius Padberg,4462.97,32
375,Dr. Heide Marquardt,1372.33,37
376,Alan Monahan Jr.,4930.28,30
377,Wilson Hodkiewicz,1457.71,33
378,Mrs. Moses Ward,1497.03,29
379,Gala Kuhlman,1318.19,36
380,Jamal Keebler,2770.92,35
381,Mr. Alberta Powlowski,4755.14,47
382,Leon Hartmann,1962.0,41
383,Jesica Haag,2685.93,44
384,Pamala Mante,1836.55,40
385,Ms. Kaye Boehm,3976.9,21
386,Ezequiel Muller,2111.1,25
387,Haywood Cronin,4648.95,30
388,Griselda Haag,4642.16,30
389,Timothy Carter,1386.14,40
390,Ed Hills,935.96,43
391,Shona O'Hara,4473.09,21
392,Horacio Heller DDS,1977.33,45
393,Francisco Bradtke,4584.79,47
394,Giuseppe Nicolas,3488.31,33
395,Gerald O'Hara,545.56,32
396,Monnie Jerde,4150.05,37
397,Anthony Lemke,1010.15,21
398,Angel Erdman III,685.94,35
399,Wm Ryan,1983.56,30
400,Gaston Schaefer Jr.,4252.2,41
401,Kay Runolfsson Jr.,1644.22,34
402,Enola Rosenbaum,3580.4,30
403,Hae Bailey Jr.,4861.05,40
404,Evangelina Conn,1612.14,42
405,Troy Hettinger,908.4,27
406,Alleen Graham Jr.,2535.99,34
407,Janis Torp,1695.87,39
408,Zoraida Romaguera II,1466.06,24
409,Sherman Crooks,3729.99,47
410,Garrett Macejkovic,518.68,33
411,Brigida Bosco,3144.26,38
412,Phylis Frami,3170.79,39
413,Collin Conn,3471.61,34
414,Ms. Annalisa Bruen,4765.35,23
415,Jewell Brekke,963.7,33
416,Mr. Mable Huel,4370.58,22
417,Ahmad Schultz,3022.73,47
418,Miss Mallie Dare,3158.73,24
419,Kimi Considine,1586.35,45
420,Patricia Morar DDS,4612.35,23
421,Cortney Davis,4020.15,41
422,Janee Roob,3050.28,46
423,Roberto Harris,3920.2,43
424,Patrica Sauer,4162.64,21
425,Katia Rogahn,4329.14,46
426,Shaun Klein DVM,868.01,45
427,Tim Effertz,1612.41,34
428,Mrs. Zora Watsica,1927.02,42
429,Branden Jacobi,3738.49,29
430,Bethel Farrell,1900.17,23
431,Dora Cummings,1403.92,26
432,Issac O'Conner,2094.13,45
433,Marty Ryan Sr.,614.84,41
434,Steve Smitham,4087.02,38
435,Pete Morissette,4582.84,34
436,Raleigh Rowe,2398.71,28
437,Miss Scottie Morissette,1221.25,36
438,Nolan Kihn,4359.08,27
439,Omar Cremin,1889.45,20
440,Avis Roberts,2190.69,20
441,Georgiana Zulauf V,2705.2,31
442,Miss Fletcher Conroy,2152.43,33
443,Jose Spinka,4342.71,25
444,Wyatt Wisoky DDS,3486.37,42
445,Eric Price,990.59,45
446,Woodrow Jacobs,4218.74,46
447,Rodrigo Pfeffer I,1209.78,32
448,Kimbra Bednar Jr.,564.3,46
449,Arlinda Morissette,2888.45,22
450,Enrique Graham,3280.22,42
451,Tod Ernser,1747.98,40
452,Kayleen Cruickshank I,4578.85,40
453,Cassy Corkery,2561.52,33
454,Gussie Littel,1528.26,42
455,Concepcion Haley,2556.61,27
456,Danilo Prosacco,787.92,37
457,Miss Cassie Boehm,4642.59,27
458,Ji Mueller Jr.,1880.3,42
459,Whitney Langworth,4562.61,35
460,Ms. Kera Treutel,2631.96,26
461,Mitchel Schaefer,1688.67,40
462,Luke Thompson,4883.65,43
463,Celeste Bailey,3150.49,43
464,Joyce Kutch,3759.06,41
465,Ambrose Torp,862.38,43
466,Ms. Calvin Marquardt,1988.98,24
467,Ms. Kasey Yost,4318.67,44
468,Dr. Marcy Pacocha,1172.12,27
469,Fransisca Legros,921.97,45
470,Miss Tuyet Reichel,3322.78,36
471,Mr. Bonita Bergnaum,918.8,36
472,Marilyn Blanda,1684.07,21
473,Cleveland Bruen II,1131.43,28
474,Georgianna Abernathy IV,2194.73,43
475,Darell Torphy,4138.72,41
476,Demetria Ryan DVM,4526.39,22
477,Rudolph Hickle V,2327.11,33
478,Miss Eleanore Denesik,2168.68,35
479,Marcene Shields,3608.08,28
480,Dani Steuber,2693.11,42
481,Brady Hand,4000.95,33
482,Gabriella Konopelski,3142.12,32
483,Morton Torp,1267.62,39
484,Lucile Beatty IV,1956.31,24
485,Ann Brakus,3358.71,34
486,Chet Brakus,1017.45,24
487,Simona Konopelski,3931.53,31
488,Janetta Wisozk,4655.6,44
489,Miss Eddie Dach,872.59,25
490,Ms. Tyree King,1184.44,35
491,Nicolas Nader MD,3359.83,42
492,Guy Harris,4670.34,32
493,Tennie Schuppe Jr.,2719.26,44
494,Mrs. Garland Heller,663.36,43
495,Latina Hilll PhD,3710.47,33
496,Oleta Spencer,1875.77,45
497,Shirlene Rohan,4919.85,43
498,Miss Cristobal Gorczany,2611.83,41
499,Willy Johns,4919.03,39
500,Celine Jacobs,2549.13,23
501,Carlos Yost,935.22,31
502,Barney Sauer,2635.8,36
503,Miss Dorinda Mueller,3362.59,41
504,Gail Walter PhD,2825.79,45
505,Leon Conroy,931.12,34
506,Lorenzo Larkin,1145.1,26
507,Mrs. Delfina Gislason,2352.39,41
508,Robbie Volkman,3444.68,24
509,Ronni Stokes,3939.51,22
510,Jenae Hand,3454.0,30
511,Benny Mraz III,3001.59,39
512,Ronald Considine,2532.34,31
513,Mrs. Damian Wyman,4060.72,35
514,Caron Dickens,1050.72,35
515,Howard Moore,2979.81,23
516,Wan Schamberger,3890.08,24
517,Miss Whitney Langosh,2851.46,37
518,Laverne Reichert,1898.49,34
519,Marcellus Runte,983.55,31
520,Renee Greenfelder,4911.93,34
521,Hipolito Marquardt,3031.69,30
522,Mitch Douglas,1216.65,40
523,Norine Hoppe,3327.63,25
524,Florene Botsford Sr.,4742.33,26
525,Noel Gibson,1743.07,29
526,Camellia Koelpin,1355.14,36
527,Mr. Demetrius Ondricka,3294.01,30
528,Luann Gorczany,2481.38,23
529,Clemencia Reilly V,4702.66,37
530,Mrs. Randall Murray,3867.46,42
531,Raymond Will,2041.72,42
532,Jina Bartoletti,3790.45,26
533,Ms. Agripina Zboncak,1753.09,32
534,Paul Farrell,1933.36,31
535,Miss Stanford Bosco,3015.63,43
536,Young Halvorson,3391.8,20
537,Mr. Santiago Hyatt,2598.71,29
538,Franklin O'Kon,3767.24,36
539,Verlie Gibson,4125.96,30
540,Min Moen,4074.03,26
541,Pasquale McDermott III,3039.12,40
542,Henry Labadie,4544.8,38
543,Russ Douglas,2490.55,47
544,Alvin Kris,3828.05,42
545,Noe Stiedemann,2371.41,29
546,Victoria Johnson,4236.42,37
547,Clayton Ward,2832.84,37
548,Ms. Tisa Heidenreich,1876.78,28
549,Laquita Stiedemann DVM,1511.57,36
550,Hae Hartmann,1780.27,22
551,Valrie Funk,645.13,32
552,Sharlene Strosin,3047.58,45
553,Tyron McLaughlin,2804.0,21
554,Odette Thompson,3275.31,26
555,Blair Kris PhD,2442.15,26
556,Abel Simonis,1970.13,45
557,Rayford Rice DDS,3499.57,47
558,Arnold Jenkins IV,4059.48,20
559,Maire Abbott,2245.35,21
560,Brett Nikolaus,2889.16,47
561,Jere Sporer,2906.07,21
562,Neil Prosacco,3587.93,29
563,Quintin Muller,1277.74,45
564,September Kessler II,1834.17,42
565,Melaine Emard,3712.97,27
566,Monroe Kutch,1655.54,21
567,Dr. Phil Baumbach,643.94,41
568,Alphonso Franecki,4919.3,22
569,Mammie Bartoletti,4351.55,44
570,Stephany Murphy,2561.41,22
571,Golda Wiegand,1778.06,46
572,Ira Stroman V,3643.27,21
573,Rodrigo McDermott DVM,768.68,36
574,Providencia Rolfson,3717.69,22
575,Jean Mayert,1947.15,29
576,Alan Ziemann,3353.73,35
577,Pete Mertz,2533.87,30
578,Sebastian Mertz,2838.32,27
579,Ivan Baumbach,4334.51,29
580,Maybell Walker,4966.43,24
581,Ian Turcotte DDS,1107.97,44
582,Josette O'Reilly,2739.68,43
583,Lulu Predovic,979.17,29
584,Kelsie Zulauf,3010.76,43
585,Gilbert Harvey,1753.13,21
586,Ismael Emmerich,2150.95,38
587,Lezlie Feest,4845.29,36
588,Miss Jared Graham,1386.2,24
589,Minh Kozey,2278.41,23
590,Ms. Irwin Bahringer,1477.25,22
591,Slyvia Cummings,867.47,41
592,Bibi Block,3554.07,35
593,Harvey Friesen,4463.37,44
594,Lashon Runte,3774.01,29
595,Jody Ruecker,2135.31,44
596,Stan Corwin,1222.48,35
597,Ross Crist III,1504.7,38
598,Jana Gulgowski,3831.79,21
599,Oswaldo Hodkiewicz,3502.82,33
600,Alfonzo Thompson,3840.9,33
601,Rich Fahey V,2894.04,30
602,Elvira Braun,3335.72,43
603,Bennie Blanda,3482.06,42
604,Lupita Schuppe,4369.86,23
605,Mr. April Morissette,1627.55,33
606,Jada VonRueden,943.64,40
607,Charlesetta Lubowitz,2765.26,39
608,Myong Hane,1804.2,42
609,Merri Ondricka II,1572.17,24
610,Chi Miller,1263.04,23
611,Apryl Wolff,2908.78,43
612,Dr. Fermina Collins,3986.73,47
613,Dr. Jacquelyne Cruickshank,807.27,22
614,Latricia Heidenreich,675.02,24
615,Nydia West,752.36,23
616,Brigid Bartell DVM,3398.23,47
617,Lizette Muller III,1141.16,30
618,Dr. Ehtel Schoen,605.74,30
619,Victorina Keebler II,3609.6,20
620,Miss Neva Berge,2362.54,45
621,Ricardo Buckridge DDS,4729.93,25
622,Jason Reynolds II,1565.27,33
623,Marion Berge,2746.48,36
624,Janis Kuvalis,2018.85,24
625,Ivonne Fay Jr.,2371.09,31
626,Cherish Runte,909.74,23
627,Lolita Cartwright,553.83,23
628,Clair Shields,4873.03,29
629,Rafael Bernier,4430.42,47
630,Stan Moore,990.47,35
631,Marlo Emmerich,1007.91,40
632,Nathan Ziemann,4336.04,32
633,Stanley Gaylord,1196.81,37
634,Joaquin Cremin,4015.86,32
635,Mr. Raul Reichert,3214.85,22
636,Mr. Carey Welch,2161.21,24
637,Leonore Franecki,4241.33,45
638,Dr. Lowell Torphy,2660.16,33
639,Anamaria O'Keefe,3415.27,21
640,Eugenia Hintz IV,1754.32,28
641,Kizzy Hauck,3771.44,23
642,Jonas Dach,2512.82,29
643,Loan Rau,2860.09,24
644,Miss Lino Dach,1563.71,31
645,Tawnya Moore,2181.56,34
646,Stacy Greenholt IV,4512.3,42
647,Bobbie Berge,1509.52,33
648,Alberto Graham,1124.71,23
649,Lanora Braun,4243.24,32
650,Sachiko Kuphal,2973.91,21
651,Sebastian Abshire,1760.06,46
652,Trudy Kub,4864.43,47
653,Palmira Swaniawski,4022.68,39
654,Cliff Purdy,4343.33,22
655,Ming Wilderman,1659.82,44
656,Mr. Arnoldo Leffler,1254.7,29
657,Tabatha Bayer,2377.26,32
658,Jerry Pfannerstill,1611.64,20
659,Manuel Willms,2719.36,32
660,Sherryl Lubowitz,1213.98,40
661,Demetrius Friesen,2172.5,30
662,Russ Crist,3616.15,34
663,Gregg Stoltenberg IV,2937.72,43
664,Hilton Lakin,4004.24,37
665,Ronnie Hamill,2843.86,27
666,Emmett Schaefer DDS,3202.55,44
667,Willetta Bernhard,2008.49,25
668,Lulu Veum,965.22,39
669,Dudley Fisher,3430.64,46
670,Danae Rowe PhD,1886.97,29
671,Ms. Wendi Christiansen,4138.79,31
672,Odelia Will,1385.89,36
673,Aldo Rosenbaum,3365.5,29
674,Randy Breitenberg,2044.6,46
675,Josiah Bogisich,2845.1,43
676,Thad Gaylord,2609.06,25
677,Cory Blanda,3615.04,21
678,Sebrina Labadie,2081.37,46
679,Nidia Jerde,4472.37,31
680,Mckinley Leannon,4375.45,41
681,Mr. Rogelio Dietrich,3802.78,38
682,Doris Corwin,4032.52,31
683,Lizette Ankunding,865.45,31
684,Ms. Estell Hand,3608.18,41
685,Meggan Crist,2982.51,37
686,Sheron McDermott IV,4948.81,40
687,Melodi Yundt,1979.25,30
688,Jannie Bergstrom,3410.4,47
689,Alfred Dare,3242.89,24
690,Hollie Russel,2214.67,42
691,Sarita Okuneva,3954.29,33
692,Fernando Mayer,3418.99,41
693,Nieves Harris,4385.79,37
694,Frances Hand,4138.25,30
695,Dori Kautzer,3071.13,34
696,Gail Hermiston,3613.44,22
697,Douglas Ratke,1737.67,28
698,Mr. Whitney Stanton,724.04,36
699,Ezra Koepp,1337.25,27
700,Maryam Bauch,3077.15,24
701,Temeka Schowalter,1430.63,21
702,Dr. Kathrin Feil,4906.8,37
703,Milo Waters,4583.77,25
704,Brant Marks,3111.33,36
705,Sharyn Leffler MD,2081.03,28
706,Eleonora Smitham,4531.03,41
707,Craig Leannon,4304.0,42
708,Dr. Sherrell Jacobs,4003.79,32
709,Rupert Donnelly I,1120.04,27
710,Trey Smith,745.33,44
711,Jeromy Hintz PhD,3583.76,36
712,Emilee Schiller,4900.2,35
713,Oleta Murphy,3186.36,21
714,Alden Leffler,1846.18,42
715,Mr. Janey O'Kon,706.73,34
716,Rosendo Reynolds,2535.07,44
717,Margaretta Herzog,4009.43,43
718,Hubert Rice,1481.95,27
719,Ms. Emerson Mraz,1359.56,26
720,Annie Howe,2951.01,42
721,Yong Schmeler,4290.61,42
722,Edmond Macejkovic,3411.36,34
723,Lemuel Rosenbaum I,4726.38,25
724,Mr. Alexander Quitzon,521.66,24
725,Kiana Howe,1905.39,28
726,Leola Johnson,2828.7,40
727,Franklyn Hagenes,3480.71,31
728,Tomika Sawayn,2201.71,38
729,Luther Gerhold,1957.34,46
730,Mrs. Marlyn Tillman,4174.17,35
731,Porter Flatley,579.17,28
732,Cecile Schowalter Sr.,4791.58,28
733,Ms. Pete Zulauf,4191.28,35
734,Emmett West,2350.91,45
735,Stanford Emmerich,4709.17,42
736,Mac Senger,4416.43,38
737,Victoria Reilly V,3503.33,32
738,Claire Huel,1790.41,30
739,Darwin Murazik,2052.84,29
740,Lola Lynch,3765.07,23
